발생연도,성별,국제질병분류,암종,연령군,발생자수,조발생률
2011,남녀전체,00. All cancers,모든암,75-79세,20536,1900.7
2011,남녀전체,00. All cancers,모든암,80-84세,11358,1918.2
2011,남녀전체,00. All cancers,모든암,85세이상,6427,1706.4
2011,남녀전체,00. All cancers,모든암,연령전체,222996,445.0
2011,남자,00. All cancers,모든암,00-04세,275,23.1
2011,남자,00. All cancers,모든암,05-09세,136,10.9
2011,남자,00. All cancers,모든암,10-14세,226,13.6
2011,남자,00. All cancers,모든암,15-19세,324,17.2
2011,남자,00. All cancers,모든암,20-24세,412,24.8
2011,남자,00. All cancers,모든암,25-29세,784,42.3
2011,남자,00. All cancers,모든암,30-34세,1554,77.1
2011,남자,00. All cancers,모든암,35-39세,2693,123.7
2011,남자,00. All cancers,모든암,40-44세,4495,197.2
2011,남자,00. All cancers,모든암,45-49세,6762,313.6
2011,남자,00. All cancers,모든암,50-54세,11724,562.3
2011,남자,00. All cancers,모든암,55-59세,13338,885.0
2011,남자,00. All cancers,모든암,60-64세,15034,1357.0
2011,남자,00. All cancers,모든암,65-69세,16611,1896.4
2011,남자,00. All cancers,모든암,70-74세,17066,2484.7
2011,남자,00. All cancers,모든암,75-79세,12397,3026.2
2011,남자,00. All cancers,모든암,80-84세,5962,3259.9
2011,남자,00. All cancers,모든암,85세이상,2801,2923.2
2011,남자,00. All cancers,모든암,연령전체,112594,448.9
2011,여자,00. All cancers,모든암,00-04세,220,19.6
2011,여자,00. All cancers,모든암,05-09세,125,10.8
2011,여자,00. All cancers,모든암,10-14세,219,14.4
2011,여자,00. All cancers,모든암,15-19세,340,20.5
2011,여자,00. All cancers,모든암,20-24세,737,49.2
2011,여자,00. All cancers,모든암,25-29세,2022,115.8
2011,여자,00. All cancers,모든암,30-34세,4374,225.9
2011,여자,00. All cancers,모든암,35-39세,7060,336.7
2011,여자,00. All cancers,모든암,40-44세,10462,472.5
2011,여자,00. All cancers,모든암,45-49세,12495,606.6
2011,여자,00. All cancers,모든암,50-54세,14893,724.5
2011,여자,00. All cancers,모든암,55-59세,11580,757.9
2011,여자,00. All cancers,모든암,60-64세,9903,855.8
2011,여자,00. All cancers,모든암,65-69세,9346,925.8
2011,여자,00. All cancers,모든암,70-74세,9465,1046.8
2011,여자,00. All cancers,모든암,75-79세,8139,1213.4
2011,여자,00. All cancers,모든암,80-84세,5396,1318.6
2011,여자,00. All cancers,모든암,85세이상,3626,1291.3
2011,여자,00. All cancers,모든암,연령전체,110402,441.1
2012,남녀전체,00. All cancers,모든암,00-04세,508,21.9
2012,남녀전체,00. All cancers,모든암,05-09세,248,10.6
2012,남녀전체,00. All cancers,모든암,10-14세,405,13.3
2012,남녀전체,00. All cancers,모든암,15-19세,663,18.9
2012,남녀전체,00. All cancers,모든암,20-24세,1230,37.8
2012,남녀전체,00. All cancers,모든암,25-29세,2803,82.7
